2018-01-15 10:48:08.743 INFO  Starting Forge Server.
2018-01-15 10:48:13.054 INFO  At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2018-01-15 10:48:13.063 INFO  No Spring WebApplicationInitializer types detected on classpath
2018-01-15 10:48:13.097 INFO  Deployment of web application directory /home/admin/Quest/Foglight/state/tomcat/webapps/config has finished in 3,554 ms
2018-01-15 10:48:13.103 INFO  Starting ProtocolHandler ["http-bio-0.0.0.0-8080"]
2018-01-15 10:48:13.108 INFO  Starting ProtocolHandler ["http-bio-0.0.0.0-8443"]
2018-01-15 10:48:13.139 INFO  Server startup in 3617 ms
2018-01-15 10:48:13.205 INFO  TLD skipped. URI: http://www.springframework.org/tags is already defined
2018-01-15 10:48:13.206 INFO  TLD skipped. URI: http://www.springframework.org/tags/form is already defined
2018-01-15 10:48:13.236 INFO  TLD skipped. URI: http://www.springframework.org/tags is already defined
2018-01-15 10:48:13.237 INFO  TLD skipped. URI: http://www.springframework.org/tags/form is already defined
2018-01-15 10:48:13.251 INFO  At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2018-01-15 10:48:15.614 INFO  TLD skipped. URI: http://www.springframework.org/tags is already defined
2018-01-15 10:48:15.615 INFO  TLD skipped. URI: http://www.springframework.org/tags/form is already defined
2018-01-15 10:48:15.646 INFO  TLD skipped. URI: http://www.springframework.org/tags is already defined
2018-01-15 10:48:15.647 INFO  TLD skipped. URI: http://www.springframework.org/tags/form is already defined
2018-01-15 10:48:15.658 INFO  At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2018-01-15 10:48:15.660 INFO  No Spring WebApplicationInitializer types detected on classpath
2018-01-15 10:48:15.667 INFO  Web Server is ready.
2018-01-15 10:48:15.966 INFO  Set system property com.arjuna.ats.arjuna.objectstore.objectStoreType = com.arjuna.ats.internal.arjuna.objectstore.VolatileStore.
2018-01-15 10:48:15.966 INFO  Set system property com.arjuna.ats.arjuna.coordinator.defaultTimeout = 600.
2018-01-15 10:48:16.671 INFO  Start JNDI server....
2018-01-15 10:48:16.705 INFO  Bind object Transaction: unknown to JNDI name java:/TransactionManager.
2018-01-15 10:48:16.706 INFO  Bind object Transaction: unknown to JNDI name java:/UserTransaction.
2018-01-15 10:48:16.717 INFO  Starting up the embedded database...
2018-01-15 10:48:20.780 INFO  Embedded database successfully started
2018-01-15 10:48:20.784 INFO  Load datasource properties from com.quest.nitro.service.datasource.DataSourceManager.
2018-01-15 10:48:20.784 INFO  Using datasource property: username = foglight
2018-01-15 10:48:20.786 INFO  Using datasource property: password = ******
2018-01-15 10:48:20.790 INFO  Using datasource property: url = jdbc:postgresql://127.0.0.1:15432/foglight
2018-01-15 10:48:20.790 INFO  Using datasource property: logAbandoned = true
2018-01-15 10:48:20.790 INFO  Using datasource property: abandonedUsageTracking = false
2018-01-15 10:48:20.790 INFO  Using datasource property: removeAbandonedOnBorrow = false
2018-01-15 10:48:20.790 INFO  Using datasource property: removeAbandonedOnMaintenance = true
2018-01-15 10:48:20.790 INFO  Using datasource property: removeAbandonedTimeout = 900
2018-01-15 10:48:20.791 INFO  Using datasource property: timeBetweenEvictionRunsMillis = 60000
2018-01-15 10:48:20.791 INFO  Using datasource property: numTestsPerEvictionRun = 3
2018-01-15 10:48:20.791 INFO  Using datasource property: logExpiredConnections = true
2018-01-15 10:48:20.791 INFO  Using datasource property: maxConnLifetimeMillis = 86400000
2018-01-15 10:48:20.791 INFO  Using datasource property: maxTotal = 30
2018-01-15 10:48:20.791 INFO  Using datasource property: maxIdle = 10
2018-01-15 10:48:20.791 INFO  Using datasource property: initialSize = 10
2018-01-15 10:48:20.791 INFO  Using datasource property: minIdle = 10
2018-01-15 10:48:20.791 INFO  Using datasource property: poolPreparedStatements = true
2018-01-15 10:48:20.791 INFO  Using datasource property: maxOpenPreparedStatements = 100
2018-01-15 10:48:20.791 INFO  Using datasource property: maxWaitMillis = 600
2018-01-15 10:48:20.791 INFO  Using datasource property: validationQueryTimeout = 120
2018-01-15 10:48:20.791 INFO  Using datasource property: testOnBorrow = false
2018-01-15 10:48:20.791 INFO  Using datasource property: testOnCreate = false
2018-01-15 10:48:20.791 INFO  Using datasource property: testOnReturn = false
2018-01-15 10:48:20.791 INFO  Using datasource property: testWhileIdle = true
2018-01-15 10:48:20.791 INFO  Using datasource property: accessToUnderlyingConnectionAllowed = true
2018-01-15 10:48:20.791 INFO  Using datasource property: defaultAutoCommit = true
2018-01-15 10:48:20.791 INFO  Using datasource property: enableAutoCommitOnReturn = true
2018-01-15 10:48:20.792 INFO  Load datasource properties from datasource/datasource-postgresql.properties.
2018-01-15 10:48:20.794 INFO  Using datasource property: validationQuery = SELECT 1
2018-01-15 10:48:20.794 INFO  Using datasource property: rollbackOnReturn = false
2018-01-15 10:48:20.794 INFO  Using datasource property: driverClassName = org.postgresql.Driver
2018-01-15 10:48:20.794 INFO  Load datasource properties from System properties.
2018-01-15 10:48:20.854 INFO  Data Source Monitor Service Starting...
2018-01-15 10:48:20.856 INFO  Data Source Monitor Service Started.
2018-01-15 10:48:21.167 INFO  Database Schema Version 5.7.5.17
2018-01-15 10:48:21.197 INFO  Database Instance Id 1ac1d597-fd6d-4c39-8208-8f5b9ec844b1 
2018-01-15 10:48:22.699 INFO  Utility Thread Pool Service Starting...
2018-01-15 10:48:22.700 INFO  Utility Thread Pool Service Started.
2018-01-15 10:48:22.701 INFO  Extension Registry Service Starting...
2018-01-15 10:48:22.702 INFO  Extension Registry Service Started.
2018-01-15 10:48:22.703 INFO  Licensing Service Starting...
2018-01-15 10:48:22.903 INFO  Importing license file: foglight.license
2018-01-15 10:48:23.037 INFO  Server features licensed: 0
2018-01-15 10:48:23.051 INFO  Server features licensed: 8
config_management
agents_connection
performance_calendars
ldap_integration
request_trace_analysis
data_archiving
cartridge_installation
high_availability
2018-01-15 10:48:23.053 INFO  Licensing Service Started.
2018-01-15 10:48:23.071 INFO  Auditing Service Starting...
2018-01-15 10:48:23.072 INFO  Auditing Service Started.
2018-01-15 10:48:23.082 INFO  Tenant Manager Service Starting...
2018-01-15 10:48:23.083 INFO  Tenant Manager Service Started.
2018-01-15 10:48:23.153 INFO  Security Service Starting...
2018-01-15 10:48:23.155 INFO  LDAP authentication licensed.
2018-01-15 10:48:23.406 INFO  Security Service Started.
2018-01-15 10:48:23.408 INFO  Cartridge Thread Pool Service Starting...
2018-01-15 10:48:23.408 INFO  Cartridge Thread Pool Service Started.
2018-01-15 10:48:23.410 INFO  Persistence Thread Pool Service Starting...
2018-01-15 10:48:23.410 INFO  Persistence Thread Pool Service Started.
2018-01-15 10:48:23.412 INFO  Data Thread Pool Service Starting...
2018-01-15 10:48:23.412 INFO  Data Thread Pool Service Started.
2018-01-15 10:48:23.414 INFO  Action Thread Pool Service Starting...
2018-01-15 10:48:23.414 INFO  Action Thread Pool Service Started.
2018-01-15 10:48:23.416 INFO  Cdt Recording Thread Pool Service Starting...
2018-01-15 10:48:23.416 INFO  Cdt Recording Thread Pool Service Started.
2018-01-15 10:48:23.507 INFO  Topology Sync Quartz Scheduler Service Starting...
2018-01-15 10:48:23.509 INFO  Topology Sync Quartz Scheduler Service Started.
2018-01-15 10:48:23.512 INFO  Topology Quartz Scheduler Service Starting...
2018-01-15 10:48:23.513 INFO  Topology Quartz Scheduler Service Started.
2018-01-15 10:48:23.519 INFO  Time Driven Quartz Scheduler Service Starting...
2018-01-15 10:48:23.520 INFO  Time Driven Quartz Scheduler Service Started.
2018-01-15 10:48:23.524 INFO  Persistence Policy Quartz Scheduler Service Starting...
2018-01-15 10:48:23.525 INFO  Persistence Policy Quartz Scheduler Service Started.
2018-01-15 10:48:23.528 INFO  Storage Manager Quartz Scheduler Service Starting...
2018-01-15 10:48:23.529 INFO  Storage Manager Quartz Scheduler Service Started.
2018-01-15 10:48:23.535 INFO  Monitor Quartz Scheduler Service Starting...
2018-01-15 10:48:23.536 INFO  Monitor Quartz Scheduler Service Started.
2018-01-15 10:48:23.539 INFO  Agent Management Quartz Scheduler Service Starting...
2018-01-15 10:48:23.540 INFO  Agent Management Quartz Scheduler Service Started.
2018-01-15 10:48:23.542 INFO  Reporting Quartz Scheduler Service Starting...
2018-01-15 10:48:23.543 INFO  Reporting Quartz Scheduler Service Started.
2018-01-15 10:48:23.559 INFO  Agent Adapter Tasks Quartz Scheduler Service Starting...
2018-01-15 10:48:23.560 INFO  Agent Adapter Tasks Quartz Scheduler Service Started.
2018-01-15 10:48:23.564 INFO  Utility Quartz Scheduler Service Starting...
2018-01-15 10:48:23.564 INFO  Utility Quartz Scheduler Service Started.
2018-01-15 10:48:23.568 INFO  Task Scheduler Quartz Scheduler Service Starting...
2018-01-15 10:48:23.569 INFO  Task Scheduler Quartz Scheduler Service Started.
2018-01-15 10:48:23.573 INFO  Dynamic Model Quartz Scheduler Service Starting...
2018-01-15 10:48:23.574 INFO  Dynamic Model Quartz Scheduler Service Started.
2018-01-15 10:48:23.589 INFO  Core Service Registry Service Starting...
2018-01-15 10:48:23.596 INFO  Core Service Registry Service Started.
2018-01-15 10:48:23.631 INFO  HA Membership Service Starting...
2018-01-15 10:48:23.633 INFO  HA Membership Service Started.
2018-01-15 10:48:23.817 INFO  Cluster Manager Service Starting...
2018-01-15 10:48:25.838 INFO  Running as the primary server of the partition Partitionaaf01856-0eb4-47ba-b902-51efb7a3bb9e with 1 servers in total.
2018-01-15 10:48:25.842 INFO  Cluster Manager Service Started.
2018-01-15 10:48:25.850 INFO  HA Time Check Service Service Starting...
2018-01-15 10:48:25.857 INFO  HA Time Check Service Service Started.
2018-01-15 10:48:25.862 INFO  HA Cluster Info Service Service Starting...
2018-01-15 10:48:25.864 INFO  HA Cluster Info Service Service Started.
2018-01-15 10:48:25.870 INFO  HA Startup Sync Service Service Starting...
2018-01-15 10:48:25.870 INFO  Waiting for the primary server to finish starting up.
2018-01-15 10:48:25.870 INFO  The primary server appears to have started.
2018-01-15 10:48:25.870 INFO  HA Startup Sync Service Service Started.
2018-01-15 10:48:25.878 INFO  Server Protocol Info Provider Service Starting...
2018-01-15 10:48:25.879 INFO  Server Protocol Info Provider Service Started.
2018-01-15 10:48:26.210 INFO  Load Estimator Service Starting...
2018-01-15 10:48:26.211 INFO  Load Estimator Service Started.
2018-01-15 10:48:26.215 INFO  Canonical Factory Service Starting...
2018-01-15 10:48:26.218 INFO  Canonical Factory Service Started.
2018-01-15 10:48:26.264 INFO  (handler=Cartridge) Service Starting...
2018-01-15 10:48:26.266 INFO  (handler=Cartridge) Service Started.
2018-01-15 10:48:26.271 INFO  Cartridge Deployer Thread Pool Service Starting...
2018-01-15 10:48:26.272 INFO  Cartridge Deployer Thread Pool Service Started.
2018-01-15 10:48:26.281 INFO  Cartridge Sync Service Service Starting...
2018-01-15 10:48:26.283 INFO  Cartridge Sync Service Service Started.
2018-01-15 10:48:26.303 INFO  Cartridge Component Upgrade Service Starting...
2018-01-15 10:48:26.303 INFO  Cartridge Component Upgrade Service Started.
2018-01-15 10:48:26.304 INFO  Cartridge Service Starting...
2018-01-15 10:48:26.307 INFO  Cartridge Service Started.
2018-01-15 10:48:26.357 INFO  Topology Persistence Service Starting...
2018-01-15 10:48:26.358 INFO  Topology Persistence Service Started.
2018-01-15 10:48:26.373 INFO  Property Derivation Service Starting...
2018-01-15 10:48:26.374 INFO  Property Derivation Service Started.
2018-01-15 10:48:26.381 INFO  Localization Service Starting...
2018-01-15 10:48:26.381 INFO  Localization Service Started.
2018-01-15 10:48:26.382 INFO  Topology Provider (sdo=WCF) Service Starting...
2018-01-15 10:48:26.383 INFO  Topology Provider (sdo=WCF) Service Started.
2018-01-15 10:48:26.391 INFO  Topology Loader Service Starting...
2018-01-15 10:48:26.392 INFO  Topology Loader Service Started.
2018-01-15 10:48:26.398 INFO  Dynamic Property Monitor Service Starting...
2018-01-15 10:48:26.399 INFO  Dynamic Property Monitor Service Started.
2018-01-15 10:48:26.463 INFO  Topology Activity Tracker Service Starting...
2018-01-15 10:48:26.641 INFO  Topology Activity Tracker Service Started.
2018-01-15 10:48:26.647 INFO  Service Upgrade Controller Service Starting...
2018-01-15 10:48:26.967 INFO  Service Upgrade Controller Service Started.
2018-01-15 10:48:26.974 INFO  Topology Serialization Support Service Starting...
2018-01-15 10:48:26.974 INFO  Topology Serialization Support Service Started.
2018-01-15 10:48:26.975 INFO  Topology Service Starting...
2018-01-15 10:48:30.728 INFO  Loading Topology Types...
2018-01-15 10:48:32.404 INFO  Topology Types Loaded.
2018-01-15 10:48:32.410 INFO  Topology Service Started.
2018-01-15 10:48:32.414 INFO  Loading Topology Objects...
2018-01-15 10:48:32.447 INFO  WCF Persistence Manager Service Starting...
2018-01-15 10:48:33.131 INFO  WCF Persistence Manager Service Started.
2018-01-15 10:48:33.628 INFO  Scripting Service Starting...
2018-01-15 10:48:33.633 INFO  Scripting Service Started.
2018-01-15 10:48:33.684 INFO  Observation Aggregation Service Starting...
2018-01-15 10:48:33.685 INFO  Observation Aggregation Service Started.
2018-01-15 10:48:33.686 INFO  Data Cache Service Starting...
2018-01-15 10:48:33.686 INFO  Data Cache Service Started.
2018-01-15 10:48:33.746 INFO  Schedule Service Starting...
2018-01-15 10:48:33.929 INFO  Topology Objects Loaded.
2018-01-15 10:48:33.943 INFO  Schedule Service Started.
2018-01-15 10:48:34.006 INFO  Storage Manager Service Starting...
2018-01-15 10:48:34.591 INFO  Storage Manager Service Started.
2018-01-15 10:48:34.592 INFO  Persistence Config Service Starting...
2018-01-15 10:48:34.851 INFO  Persistence Config Service Started.
2018-01-15 10:48:34.867 INFO  Historic Data Cache Service Starting...
2018-01-15 10:48:34.868 INFO  Historic Data Cache Service Started.
2018-01-15 10:48:34.876 INFO  Observation Query Plan Factory Service Starting...
2018-01-15 10:48:34.876 INFO  Observation Query Plan Factory Service Started.
2018-01-15 10:48:34.892 INFO  Event Service Starting...
2018-01-15 10:48:34.896 INFO  Event Service Started.
2018-01-15 10:48:34.896 INFO  Database Maintenance Controller Service Starting...
2018-01-15 10:48:34.915 INFO  Database Maintenance Controller Service Started.
2018-01-15 10:48:34.916 INFO  Persistence Service Starting...
2018-01-15 10:48:34.985 INFO  Persistence Service Started.
2018-01-15 10:48:35.007 INFO  Observation Initializer Service Starting...
2018-01-15 10:48:35.008 INFO  Observation Initializer Service Started.
2018-01-15 10:48:35.016 INFO  Distributed Access Thread Pool Factory Service Starting...
2018-01-15 10:48:35.016 INFO  Distributed Access Thread Pool Factory Service Started.
2018-01-15 10:48:35.020 INFO  Distributed Persistence Service Starting...
2018-01-15 10:48:35.021 INFO  Distributed Persistence Service Started.
2018-01-15 10:48:35.022 INFO  Distributed Persistence Cache Service Starting...
2018-01-15 10:48:35.023 INFO  Distributed Persistence Cache Service Started.
2018-01-15 10:48:35.024 INFO  Data Service Starting...
2018-01-15 10:48:35.030 INFO  Data Service Started.
2018-01-15 10:48:35.046 INFO  Registry Service Starting...
2018-01-15 10:48:35.542 INFO  Registry Service Started.
2018-01-15 10:48:35.551 INFO  Query Service Starting...
2018-01-15 10:48:35.551 INFO  Query Service Started.
2018-01-15 10:48:35.587 INFO  (deployer=CDTDeployer) Service Starting...
2018-01-15 10:48:35.588 INFO  (deployer=CDTDeployer) Service Started.
2018-01-15 10:48:35.589 INFO  Tree Data Transform CDT Factory Service Starting...
2018-01-15 10:48:35.589 INFO  Tree Data Transform CDT Factory Service Started.
2018-01-15 10:48:35.592 INFO  Foglight 5.9.3 (build 5.9.3-201801131003-4f37fee1-611) on linux x86_64 3.10.0-123.el7.x86_64, Java 1.8.0_144 (64 bit).
2018-01-15 10:48:35.597 INFO  Product Info Service Starting...
2018-01-15 10:48:35.878 INFO  Product Info Service Started.
2018-01-15 10:48:35.879 INFO  Nitrogen Data Transform Factory Service Starting...
2018-01-15 10:48:35.996 INFO  Nitrogen Data Transform Factory Service Started.
2018-01-15 10:48:35.997 INFO  Execution Time Trace Service Monitor Service Starting...
2018-01-15 10:48:35.998 INFO  Execution Time Trace Service Monitor Service Started.
2018-01-15 10:48:36.005 INFO  Health Check Service Starting...
2018-01-15 10:48:36.006 INFO  Health Check Service Started.
2018-01-15 10:48:36.012 INFO  Observation Index Cache Service Starting...
2018-01-15 10:48:36.170 INFO  Observation Index Cache Service Started.
2018-01-15 10:48:36.198 INFO  Topology Index Service Starting...
2018-01-15 10:48:36.198 INFO  Topology Index Service Started.
2018-01-15 10:48:36.199 INFO  Host Merging Service Starting...
2018-01-15 10:48:36.243 INFO  Host Merging Service Started.
2018-01-15 10:48:36.244 INFO  Topology Adjustment Service Starting...
2018-01-15 10:48:36.671 INFO  Topology Adjustment Service Started.
2018-01-15 10:48:36.683 INFO  Topology Rollup Service Starting...
2018-01-15 10:48:36.684 INFO  Topology Rollup Service Started.
2018-01-15 10:48:36.709 INFO  Agent Lifecycle Manager Service Starting...
2018-01-15 10:48:36.710 INFO  Agent Lifecycle Manager Service Started.
2018-01-15 10:48:36.717 INFO  Adapter Registry Service Starting...
2018-01-15 10:48:36.717 INFO  Adapter Registry Service Started.
2018-01-15 10:48:36.723 INFO  Incoming Data Processor Service Starting...
2018-01-15 10:48:36.724 INFO  Incoming Data Processor Service Started.
2018-01-15 10:48:36.749 INFO  Data Collection Manager Service Starting...
2018-01-15 10:48:36.749 INFO  Data Collection Manager Service Started.
2018-01-15 10:48:36.750 INFO  Agent Manager Service Starting...
2018-01-15 10:48:36.787 INFO  Agent Manager Service Started.
2018-01-15 10:48:36.788 INFO  Topology Change Logger Service Starting...
2018-01-15 10:48:36.789 INFO  Topology Change Logger Service Started.
2018-01-15 10:48:36.795 INFO  Action Service Starting...
2018-01-15 10:48:36.796 INFO  Action Service Started.
2018-01-15 10:48:36.925 INFO  Tagging Service Starting...
2018-01-15 10:48:36.926 INFO  Tagging Service Started.
2018-01-15 10:48:36.955 INFO  Config Service Starting...
2018-01-15 10:48:37.036 INFO  Config Service Started.
2018-01-15 10:48:37.043 INFO  Foglight4-XML Config AgentTransformer Service Starting...
2018-01-15 10:48:37.044 INFO  Foglight4-XML Config AgentTransformer Service Started.
2018-01-15 10:48:37.049 INFO  Clob Config AgentTransformer Service Starting...
2018-01-15 10:48:37.049 INFO  Clob Config AgentTransformer Service Started.
2018-01-15 10:48:37.056 INFO  Diagnostic Service Starting...
2018-01-15 10:48:37.057 INFO  Diagnostic Service Started.
2018-01-15 10:48:37.064 INFO  Request Tracker Service Starting...
2018-01-15 10:48:37.065 INFO  Request Tracker Service Started.
2018-01-15 10:48:37.074 INFO  Reporting Service Starting...
2018-01-15 10:48:37.075 INFO  Reporting Service Started.
2018-01-15 10:48:37.082 INFO  Email Sender Service Starting...
2018-01-15 10:48:37.083 INFO  Email Sender Service Started.
2018-01-15 10:48:37.090 INFO  Federation Config Service Starting...
2018-01-15 10:48:37.091 INFO  Federation Config Service Started.
2018-01-15 10:48:37.137 INFO  Baseline Management Thread Pool Service Starting...
2018-01-15 10:48:37.138 INFO  Baseline Management Thread Pool Service Started.
2018-01-15 10:48:37.143 INFO  Baseline Policy Service Starting...
2018-01-15 10:48:37.144 INFO  Baseline Policy Service Started.
2018-01-15 10:48:37.160 INFO  Local Baseline Manager Service Starting...
2018-01-15 10:48:37.161 INFO  Local Baseline Manager Service Started.
2018-01-15 10:48:37.174 INFO  Rule Persistence Service Starting...
2018-01-15 10:48:38.436 INFO  Rule Persistence Service Started.
2018-01-15 10:48:38.478 INFO  Rule Service Starting...
2018-01-15 10:48:38.478 INFO  Rule Service Started.
2018-01-15 10:48:38.479 INFO  Alarm Service Starting...
2018-01-15 10:48:38.674 INFO  Alarm Service Started.
2018-01-15 10:48:38.701 INFO  Topology Association Service Starting...
2018-01-15 10:48:38.701 INFO  Topology Association Service Started.
2018-01-15 10:48:38.702 INFO  Distributed Alarm Service Starting...
2018-01-15 10:48:38.707 INFO  Distributed Alarm Service Started.
2018-01-15 10:48:38.720 INFO  Threshold Service Starting...
2018-01-15 10:48:38.885 INFO  Threshold Service Started.
2018-01-15 10:48:38.895 INFO  Incident Service Starting...
2018-01-15 10:48:38.896 INFO  Incident Service Started.
2018-01-15 10:48:38.897 INFO  UI Query Service Starting...
2018-01-15 10:48:38.899 INFO  UI Query Service Started.
2018-01-15 10:48:38.903 INFO  Data Access Thread Pool Service Starting...
2018-01-15 10:48:38.904 INFO  Data Access Thread Pool Service Started.
2018-01-15 10:48:38.911 INFO  Federation Connection Manager Service Starting...
2018-01-15 10:48:38.912 INFO  Federation Connection Manager Service Started.
2018-01-15 10:48:38.920 INFO  Distributed Baseline Access Service Service Starting...
2018-01-15 10:48:38.921 INFO  Distributed Baseline Access Service Service Started.
2018-01-15 10:48:38.929 INFO  Baseline Profile Manager Service Starting...
2018-01-15 10:48:38.929 INFO  Baseline Profile Manager Service Started.
2018-01-15 10:48:38.961 INFO  Alarm Filter Service Starting...
2018-01-15 10:48:38.962 INFO  Alarm Filter Service Started.
2018-01-15 10:48:38.962 INFO  Alarm Aggregation Service Service Starting...
2018-01-15 10:48:38.963 INFO  Observation availability cache cannot be used, alarm synchronization requests will be ignored
2018-01-15 10:48:38.963 INFO  Alarm Aggregation Service Service Started.
2018-01-15 10:48:38.973 INFO  Distributed Access Thread Pool Monitor Monitor Service Starting...
2018-01-15 10:48:38.973 INFO  Distributed Access Thread Pool Monitor Monitor Service Started.
2018-01-15 10:48:38.988 INFO  Derivation Service Starting...
2018-01-15 10:48:39.213 INFO  Derivation Service Started.
2018-01-15 10:48:39.219 INFO  Metric Export Service Starting...
2018-01-15 10:48:39.220 INFO  Metric Export Service Started.
2018-01-15 10:48:39.250 INFO  Memory Load Sensor Service Starting...
2018-01-15 10:48:39.251 INFO  Memory Load Sensor Service Started.
2018-01-15 10:48:39.256 INFO  Script Property Derivation Service Starting...
2018-01-15 10:48:39.257 INFO  Script Property Derivation Service Started.
2018-01-15 10:48:39.262 INFO  Async Operation Status Factory Service Starting...
2018-01-15 10:48:39.262 INFO  Async Operation Status Factory Service Started.
2018-01-15 10:48:39.282 INFO  Aggregate Metric Handler Service Starting...
2018-01-15 10:48:39.532 INFO  Aggregate Metric Handler Service Started.
2018-01-15 10:48:39.544 INFO  Scalar Metric Handler Service Starting...
2018-01-15 10:48:39.696 INFO  Scalar Metric Handler Service Started.
2018-01-15 10:48:39.720 INFO  Metric Handler Service Starting...
2018-01-15 10:48:39.721 INFO  Metric Handler Service Started.
2018-01-15 10:48:39.737 INFO  String Handler Service Starting...
2018-01-15 10:48:39.926 INFO  String Handler Service Started.
2018-01-15 10:48:39.941 INFO  Serializable Handler Service Starting...
2018-01-15 10:48:40.152 INFO  Serializable Handler Service Started.
2018-01-15 10:48:40.163 INFO  Dynamic Model Service Starting...
2018-01-15 10:48:40.328 INFO  Dynamic Model Service Started.
2018-01-15 10:48:40.335 INFO  Agent Notification Manager Service Starting...
2018-01-15 10:48:40.336 INFO  Agent Notification Manager Service Started.
2018-01-15 10:48:40.341 INFO  Agent Diagnostic Service Service Starting...
2018-01-15 10:48:40.341 INFO  Agent Diagnostic Service Service Started.
2018-01-15 10:48:40.347 INFO  Default Remote Client Manager Service Starting...
2018-01-15 10:48:40.348 INFO  Default Remote Client Manager Service Started.
2018-01-15 10:48:40.353 INFO  Credential Query Factory Service Service Starting...
2018-01-15 10:48:40.354 INFO  Credential Query Factory Service Service Started.
2018-01-15 10:48:40.371 INFO  Credential Repository Service Service Starting...
2018-01-15 10:48:40.464 INFO  Credential Repository Service Service Started.
2018-01-15 10:48:40.475 INFO  Credential Alarm Generator Service Starting...
2018-01-15 10:48:40.476 INFO  Credential Alarm Generator Service Started.
2018-01-15 10:48:40.484 INFO  Credential Event Repository Service Service Starting...
2018-01-15 10:48:40.485 INFO  Credential Event Repository Service Service Started.
2018-01-15 10:48:40.493 INFO  Credential Order Service Service Starting...
2018-01-15 10:48:40.527 INFO  Credential Order Service Service Started.
2018-01-15 10:48:40.544 INFO  Credential Mapping Registry Service Service Starting...
2018-01-15 10:48:40.566 INFO  Credential Mapping Registry Service Service Started.
2018-01-15 10:48:40.573 INFO  Credential Query Executor Service Service Starting...
2018-01-15 10:48:40.573 INFO  Credential Query Executor Service Service Started.
2018-01-15 10:48:40.582 INFO  Agent Aware Credential Client Manager Service Starting...
2018-01-15 10:48:40.582 INFO  Agent Aware Credential Client Manager Service Started.
2018-01-15 10:48:40.589 INFO  Policy Enforcement Service Service Starting...
2018-01-15 10:48:40.590 INFO  Policy Enforcement Service Service Started.
2018-01-15 10:48:40.595 INFO  Credential Maintenance Service Service Starting...
